URLs,Subdirs
https://medium.com/local-time/about,"['local-time', 'about']"
https://medium.com/local-time,['local-time']
https://medium.com/microsoft-dynamics-crm/about,"['microsoft-dynamics-crm', 'about']"
https://medium.com/microsoft-dynamics-crm,['microsoft-dynamics-crm']
https://medium.com/3-strategies-llc/about,"['3-strategies-llc', 'about']"
https://medium.com/3-strategies-llc,['3-strategies-llc']
https://medium.com/travel-ideas/about,"['travel-ideas', 'about']"
https://medium.com/travel-ideas,['travel-ideas']
https://medium.com/brick-holy/about,"['brick-holy', 'about']"
https://medium.com/brick-holy,['brick-holy']
https://medium.com/hyper-surrealism/about,"['hyper-surrealism', 'about']"
https://medium.com/hyper-surrealism,['hyper-surrealism']
https://medium.com/abc-labs/about,"['abc-labs', 'about']"
https://medium.com/abc-labs,['abc-labs']
https://medium.com/the-road-to-nacho-bowl-2015/about,"['the-road-to-nacho-bowl-2015', 'about']"
https://medium.com/the-road-to-nacho-bowl-2015,['the-road-to-nacho-bowl-2015']
https://medium.com/hippie-tricks/about,"['hippie-tricks', 'about']"
https://medium.com/hippie-tricks,['hippie-tricks']
https://medium.com/building-tiny/about,"['building-tiny', 'about']"
https://medium.com/building-tiny,['building-tiny']
https://medium.com/jupiter-lane/about,"['jupiter-lane', 'about']"
https://medium.com/jupiter-lane,['jupiter-lane']
https://medium.com/highlight-bloomington/about,"['highlight-bloomington', 'about']"
https://medium.com/highlight-bloomington,['highlight-bloomington']
https://medium.com/prop-reports/about,"['prop-reports', 'about']"
https://medium.com/prop-reports,['prop-reports']
https://medium.com/uk-politics/about,"['uk-politics', 'about']"
https://medium.com/uk-politics,['uk-politics']
