URLs,Subdirs
https://medium.com/a-rumoured-utopia/about,"['a-rumoured-utopia', 'about']"
https://medium.com/a-rumoured-utopia,['a-rumoured-utopia']
https://medium.com/1999-as-told-by-a-13-year-old/about,"['1999-as-told-by-a-13-year-old', 'about']"
https://medium.com/1999-as-told-by-a-13-year-old,['1999-as-told-by-a-13-year-old']
https://medium.com/craig-browne/about,"['craig-browne', 'about']"
https://medium.com/craig-browne,['craig-browne']
https://medium.com/basilicata-gusto/about,"['basilicata-gusto', 'about']"
https://medium.com/basilicata-gusto,['basilicata-gusto']
https://medium.com/sake-ga-aru-mise/about,"['sake-ga-aru-mise', 'about']"
https://medium.com/sake-ga-aru-mise,['sake-ga-aru-mise']
https://medium.com/design-nomad/about,"['design-nomad', 'about']"
https://medium.com/design-nomad,['design-nomad']
https://medium.com/thngs-company/about,"['thngs-company', 'about']"
https://medium.com/thngs-company,['thngs-company']
https://medium.com/1500-palabras/about,"['1500-palabras', 'about']"
https://medium.com/1500-palabras,['1500-palabras']
https://medium.com/demi-stories/about,"['demi-stories', 'about']"
https://medium.com/demi-stories,['demi-stories']
https://medium.com/pixels-e-reflexoes/about,"['pixels-e-reflexoes', 'about']"
https://medium.com/pixels-e-reflexoes,['pixels-e-reflexoes']
https://medium.com/maverick-technology/about,"['maverick-technology', 'about']"
https://medium.com/maverick-technology,['maverick-technology']
