URLs,Subdirs
https://medium.com/mundo-policromatico/about,"['mundo-policromatico', 'about']"
https://medium.com/mundo-policromatico,['mundo-policromatico']
https://medium.com/foxy-shroom/about,"['foxy-shroom', 'about']"
https://medium.com/foxy-shroom,['foxy-shroom']
https://medium.com/prendere-e-partire/about,"['prendere-e-partire', 'about']"
https://medium.com/prendere-e-partire,['prendere-e-partire']
https://medium.com/shhh-leo-y-punto/about,"['shhh-leo-y-punto', 'about']"
https://medium.com/shhh-leo-y-punto,['shhh-leo-y-punto']
https://medium.com/life-soul/about,"['life-soul', 'about']"
https://medium.com/life-soul,['life-soul']
https://medium.com/conversaciones-cuba-eeuu/about,"['conversaciones-cuba-eeuu', 'about']"
https://medium.com/conversaciones-cuba-eeuu,['conversaciones-cuba-eeuu']
https://medium.com/portugues-br/about,"['portugues-br', 'about']"
https://medium.com/portugues-br,['portugues-br']
https://medium.com/israel-araujo/about,"['israel-araujo', 'about']"
https://medium.com/israel-araujo,['israel-araujo']
https://medium.com/hackuarium-diybio/about,"['hackuarium-diybio', 'about']"
https://medium.com/hackuarium-diybio,['hackuarium-diybio']
https://medium.com/the-wrap-up/about,"['the-wrap-up', 'about']"
https://medium.com/the-wrap-up,['the-wrap-up']
https://medium.com/john-lennon/about,"['john-lennon', 'about']"
https://medium.com/john-lennon,['john-lennon']
https://medium.com/incredible-singapore/about,"['incredible-singapore', 'about']"
https://medium.com/incredible-singapore,['incredible-singapore']
https://medium.com/a-high-school-football-love-story/about,"['a-high-school-football-love-story', 'about']"
https://medium.com/a-high-school-football-love-story,['a-high-school-football-love-story']
https://medium.com/aviation-stories/about,"['aviation-stories', 'about']"
https://medium.com/aviation-stories,['aviation-stories']
https://medium.com/editor-ux-design/about,"['editor-ux-design', 'about']"
https://medium.com/editor-ux-design,['editor-ux-design']
https://medium.com/seiva-de-viajante/about,"['seiva-de-viajante', 'about']"
https://medium.com/seiva-de-viajante,['seiva-de-viajante']
